t,shoulder_pan,shoulder_lift,elbow,wrist_1,wrist_2,wrist_3
0.0,-1.593500018119812,-2.275599956512451,-1.1913000345230103,-0.32409998774528503,1.5707000494003296,3.1414999961853027
0.002,-1.593500018119812,-2.275599956512451,-1.189962387084961,-0.32409998774528503,1.5707000494003296,3.1414999961853027
0.004,-1.593500018119812,-2.275207996368408,-1.189962387084961,-0.3161410391330719,1.5707000494003296,3.1414999961853027
0.006,-1.593500018119812,-2.2729926109313965,-1.1820188760757446,-0.3161410391330719,1.5707000494003296,3.1414999961853027
0.008,-1.593500018119812,-2.2729926109313965,-1.1820188760757446,-0.3161410391330719,1.5707000494003296,3.1414999961853027
0.01,-1.593500018119812,-2.2729926109313965,-1.1773720979690552,-0.3089228570461273,1.5707000494003296,3.1414999961853027
0.012,-1.593500018119812,-2.272472858428955,-1.1773720979690552,-0.3089228570461273,1.5707000494003296,3.1414999961853027
0.014,-1.593500018119812,-2.269535541534424,-1.1750982999801636,-0.299498051404953,1.5707000494003296,3.1414999961853027
0.016,-1.593500018119812,-2.269535541534424,-1.1750982999801636,-0.29708555340766907,1.5707000494003296,3.1414999961853027
0.018000000000000002,-1.593500018119812,-2.2690770626068115,-1.1750982999801636,-0.29432612657546997,1.5707000494003296,3.1414999961853027
0.02,-1.593500018119812,-2.264476776123047,-1.1656734943389893,-0.28490132093429565,1.5707000494003296,3.1414999961853027
0.022,-1.593500018119812,-2.264476776123047,-1.1609596014022827,-0.28490132093429565,1.5707000494003296,3.1414999961853027
0.024,-1.593500018119812,-2.264476776123047,-1.1609596014022827,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.026000000000000002,-1.593500018119812,-2.264476776123047,-1.1558454036712646,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.028,-1.593500018119812,-2.264476776123047,-1.1464205980300903,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.03,-1.593500018119812,-2.255052089691162,-1.1419413089752197,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.032,-1.593500018119812,-2.255052089691162,-1.1345272064208984,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.034,-1.593500018119812,-2.252110719680786,-1.1295890808105469,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.036000000000000004,-1.593500018119812,-2.2426860332489014,-1.126896858215332,-0.27547651529312134,1.5707000494003296,3.1414999961853027
0.038,-1.593500018119812,-2.2426860332489014,-1.125725507736206,-0.27547651529312134,1.5707000494003296,3.1414999961853027
