x,y,z,px,py,pz,pw,u
-0.08397,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,309.78883
-0.08548,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,311.38716
-0.08717,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,313.17014
-0.08905,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,315.13663
-0.09110,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,317.28540
-0.09334,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,319.61508
-0.09576,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,322.12422
-0.09836,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,324.81122
-0.10114,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,327.67438
-0.10409,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,330.71191
-0.10721,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,333.92187
-0.11051,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,337.30224
-0.11397,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,340.85089
-0.11760,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,344.56558
-0.12140,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,348.44395
-0.12536,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,352.48357
-0.12948,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,356.68187
-0.13376,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,361.03621
-0.13819,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,365.54383
-0.14277,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,370.20189
-0.14751,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,375.00745
-0.15238,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,379.95747
-0.15741,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,385.04882
-0.16257,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,390.27829
-0.16787,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,395.64258
-0.17330,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,401.13829
-0.17886,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,406.76197
-0.18454,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,412.51004
-0.19035,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,418.37889
-0.19628,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,424.36481
-0.20232,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,430.46401
-0.20848,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,436.67265
-0.21474,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,442.98679
-0.22111,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,449.40247
-0.22757,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,455.91561
-0.23413,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,462.52211
-0.24079,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,469.21780
-0.24753,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,475.99844
-0.25435,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,482.85975
-0.26125,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,489.79741
-0.26822,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,496.80702
-0.27527,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,503.88416
-0.28238,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,511.02436
-0.28955,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,518.22311
-0.29677,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,525.47587
-0.30405,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,532.77804
-0.31138,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,540.12503
-0.31875,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,547.51218
-0.32615,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,554.93484
-0.33359,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,562.38832
-0.34106,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,569.86790
-0.34855,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,577.36886
-0.35606,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,584.88647
-0.36359,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,592.41598
-0.37112,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,599.95263
-0.37866,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,607.49166
-0.38620,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,615.02830
-0.39373,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,622.55781
-0.40126,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,630.07542
-0.40877,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,637.57638
-0.41626,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,645.05596
-0.42373,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,652.50944
-0.43117,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,659.93210
-0.43857,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,667.31925
-0.44594,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,674.66624
-0.45327,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,681.96841
-0.46055,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,689.22117
-0.46777,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,696.41992
-0.47494,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,703.56012
-0.48205,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,710.63726
-0.48910,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,717.64687
-0.49607,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,724.58453
-0.50297,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,731.44584
-0.50979,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,738.22648
-0.51653,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,744.92217
-0.52319,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,751.52867
-0.52975,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,758.04182
-0.53621,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,764.45749
-0.54258,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,770.77164
-0.54884,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,776.98027
-0.55500,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,783.07947
-0.56104,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,789.06539
-0.56697,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,794.93424
-0.57278,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,800.68232
-0.57846,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,806.30599
-0.58402,-0.10800,0.65034,0.02472,-0.05520,-0.15402,-0.98622,811.80170
