t,shoulder_pan,shoulder_lift,elbow,wrist_1,wrist_2,wrist_3
0.0,1.4934782409315477,-1.962797276792823,2.253743663100278,-1.8481291449367956,-1.71443692423403,1.0428342280666119
0.002,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.004,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.006,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.008,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.01,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.012,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.014,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.016,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.018000000000000002,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.02,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.022,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.024,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.026000000000000002,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.028,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.03,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.032,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.034,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.036000000000000004,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.038,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.04,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.042,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.044,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.046,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.048,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.05,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.052000000000000005,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.054,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.056,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.058,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.06,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.062,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.064,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.066,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.068,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.07,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.07200000000000001,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.074,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.076,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.078,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.08,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.082,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.084,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.08600000000000001,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.088,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.09,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.092,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.094,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.096,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.098,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.1,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.10200000000000001,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.10400000000000001,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.106,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.108,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.11,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.112,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.114,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.116,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.11800000000000001,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.12,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.122,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.124,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.126,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.128,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.13,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.132,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.134,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.136,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.138,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.14,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.14200000000000002,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
0.14400000000000002,1.4934782409315477,-1.962797276792823,0.6829473363053812,-3.4189254717316917,-1.71443692423403,1.0428342280666119
