t,shoulder_pan,shoulder_lift,elbow,wrist_1,wrist_2,wrist_3
0.0,-1.593500018119812,-2.275599956512451,-1.1895289421081543,-0.3148142695426941,1.5707000494003296,3.1414999961853027
0.002,-1.593500018119812,-2.275599956512451,-1.1867969036102295,-0.3053894639015198,1.5707000494003296,3.1414999961853027
0.004,-1.593500018119812,-2.275599956512451,-1.1858766078948975,-0.29596465826034546,1.5707000494003296,3.1414999961853027
0.006,-1.593500018119812,-2.275599956512451,-1.1764518022537231,-0.2897563576698303,1.5707000494003296,3.1414999961853027
0.008,-1.593500018119812,-2.275599956512451,-1.1670269966125488,-0.280331552028656,1.5707000494003296,3.1414999961853027
0.01,-1.593500018119812,-2.275599956512451,-1.1670269966125488,-0.27958229184150696,1.5707000494003296,3.1414999961853027
0.012,-1.593500018119812,-2.275599956512451,-1.158934235572815,-0.27015748620033264,1.5707000494003296,3.1414999961853027
0.014,-1.593500018119812,-2.275599956512451,-1.1542689800262451,-0.2654281556606293,1.5707000494003296,3.1414999961853027
0.016,-1.593500018119812,-2.275599956512451,-1.1508209705352783,-0.25600335001945496,1.5707000494003296,3.1414999961853027
0.018000000000000002,-1.593500018119812,-2.275599956512451,-1.1508209705352783,-0.24657854437828064,1.5707000494003296,3.1414999961853027
0.02,-1.593500018119812,-2.275599956512451,-1.141396164894104,-0.23715373873710632,1.5707000494003296,3.1414999961853027
0.022,-1.593500018119812,-2.275599956512451,-1.1398111581802368,-0.22869490087032318,1.5707000494003296,3.1414999961853027
0.024,-1.593500018119812,-2.2753796577453613,-1.1303863525390625,-0.22159409523010254,1.5707000494003296,3.1414999961853027
0.026000000000000002,-1.593500018119812,-2.2753796577453613,-1.1209615468978882,-0.2179647535085678,1.5707000494003296,3.1414999961853027
0.028,-1.593500018119812,-2.2753796577453613,-1.1209615468978882,-0.2085399478673935,1.5707000494003296,3.1414999961853027
0.03,-1.593500018119812,-2.274217128753662,-1.1115367412567139,-0.2085399478673935,1.5707000494003296,3.1414999961853027
0.032,-1.593500018119812,-2.274217128753662,-1.1021119356155396,-0.20772641897201538,1.5707000494003296,3.1414999961853027
0.034,-1.593500018119812,-2.2728664875030518,-1.100348949432373,-0.20146436989307404,1.5707000494003296,3.1414999961853027
0.036000000000000004,-1.593500018119812,-2.2728664875030518,-1.0933194160461426,-0.19887584447860718,1.5707000494003296,3.1414999961853027
0.038,-1.593500018119812,-2.2728664875030518,-1.0888643264770508,-0.1940384805202484,1.5707000494003296,3.1414999961853027
0.04,-1.593500018119812,-2.2728664875030518,-1.0836057662963867,-0.19125130772590637,1.5707000494003296,3.1414999961853027
0.042,-1.593500018119812,-2.2728664875030518,-1.0836057662963867,-0.18182650208473206,1.5707000494003296,3.1414999961853027
0.044,-1.593500018119812,-2.2728664875030518,-1.0784177780151367,-0.18182650208473206,1.5707000494003296,3.1414999961853027
0.046,-1.593500018119812,-2.2728664875030518,-1.0694669485092163,-0.1816796213388443,1.5707000494003296,3.1414999961853027
0.048,-1.593500018119812,-2.2728664875030518,-1.060042142868042,-0.17225481569766998,1.5707000494003296,3.1414999961853027
0.05,-1.593500018119812,-2.2728664875030518,-1.0584806203842163,-0.17225481569766998,1.5707000494003296,3.1414999961853027
