t,tip_x,tip_y,tip_z,target_x,target_y,target_z
0.0,0.13815047298897362,-0.654854842032665,0.0063979612151249185,0.0,2.0,1.5
0.0020000000000000018,0.13815048641757247,-0.6548641753688811,0.006397874453998051,0.0,2.0,1.5
0.0040000000000000036,0.13815049109454897,-0.6548551665128715,0.006397786576912701,0.0,2.0,1.5
0.006000000000000005,0.1381505009906428,-0.65486429989199,0.0063976973198579075,0.0,2.0,1.5
0.008000000000000007,0.1381504898486959,-0.6548558207215621,0.006397612039900044,0.0,2.0,1.5
0.010000000000000009,0.13815047868710204,-0.6548293103142436,0.006397527501301388,0.0,2.0,1.5
0.01200000000000001,0.13815050937875978,-0.6548661712088703,0.006397455744458455,0.0,2.0,1.5
0.014000000000000012,0.13815053071912137,-0.6548792388600393,0.00639738351121242,0.0,2.0,1.5
0.016000000000000014,0.1381506055953503,-0.6549839470506045,0.006397323434112091,0.0,2.0,1.5
0.018000000000000016,0.13815062384519358,-0.6549722157616209,0.0063972542428184015,0.0,2.0,1.5
0.020000000000000018,0.13815066858839878,-0.6550085894817715,0.006397193053338309,0.0,2.0,1.5
0.02200000000000002,0.1381506972420326,-0.6550076530880259,0.006397127958837252,0.0,2.0,1.5
0.02400000000000002,0.13815069492821722,-0.6549145394721487,0.006397059567962702,0.0,2.0,1.5
0.026000000000000023,0.13815073192760371,-0.6549147258120743,0.006397003500285722,0.0,2.0,1.5
0.028000000000000025,0.1381507705329381,-0.65493341556363,0.006396956139182662,0.0,2.0,1.5
0.030000000000000027,0.1381507921109909,-0.6549101580388341,0.006396911875201569,0.0,2.0,1.5
0.03200000000000003,0.13815082528327696,-0.6549311405573129,0.006396874052077668,0.0,2.0,1.5
0.03400000000000003,0.13815083250867968,-0.6548995090679287,0.006396837657085347,0.0,2.0,1.5
0.03600000000000003,0.13815084927069882,-0.6548534236330706,0.006396802621556307,0.0,2.0,1.5
0.038000000000000034,0.13815090772070124,-0.6548952771403789,0.006396777985734643,0.0,2.0,1.5
0.040000000000000036,0.1381509078003104,-0.6547980327979166,0.006396743805110237,0.0,2.0,1.5
0.04200000000000004,0.13815097490989725,-0.6548381616807886,0.006396721921205445,0.0,2.0,1.5
0.04400000000000004,0.1381510099123102,-0.6548188836135571,0.006396691465729487,0.0,2.0,1.5
0.04600000000000004,0.13815104167114498,-0.6547788289634914,0.006396660090133406,0.0,2.0,1.5
0.04800000000000004,0.13815108780556892,-0.6548044266121973,0.0063966286690816335,0.0,2.0,1.5
