t,tip_x,tip_y,tip_z,target_x,target_y,target_z
0.0,0.13821185577581366,-0.6558076740077697,0.006403249134501986,0.0,2.0,2.3
0.0020000000000000018,0.13821187742989816,-0.6558180310622274,0.006403179781847354,0.0,2.0,2.3
0.0040000000000000036,0.1382118815856101,-0.6558081929469783,0.00640311127079919,0.0,2.0,2.3
0.006000000000000005,0.13821188331125558,-0.6558179492611705,0.0064030435475562015,0.0,2.0,2.3
0.008000000000000007,0.13821188400390713,-0.6558088763079131,0.006402980220265192,0.0,2.0,2.3
0.010000000000000009,0.138211896614878,-0.6558175881545495,0.006402921448899274,0.0,2.0,2.3
0.01200000000000001,0.1382119003437754,-0.6558055784662775,0.0064028672659537655,0.0,2.0,2.3
0.014000000000000012,0.1382119849533448,-0.6559453023840215,0.006402825615231942,0.0,2.0,2.3
0.016000000000000014,0.13821199695012878,-0.6559022315288208,0.006402779548724246,0.0,2.0,2.3
0.018000000000000016,0.13821206597878788,-0.6559858592707665,0.006402747197099127,0.0,2.0,2.3
0.020000000000000018,0.13821212777799988,-0.6560297723738356,0.006402722401893332,0.0,2.0,2.3
0.02200000000000002,0.1382121139505723,-0.6558865661448527,0.006402699601430762,0.0,2.0,2.3
0.02400000000000002,0.13821216583396212,-0.6558730547835437,0.006402691139372897,0.0,2.0,2.3
0.026000000000000023,0.13821221696055433,-0.6558791855009696,0.006402681646585222,0.0,2.0,2.3
0.028000000000000025,0.1382122375655283,-0.6558110523365225,0.006402667715184708,0.0,2.0,2.3
0.030000000000000027,0.13821229895221096,-0.6558419922905897,0.006402655934938103,0.0,2.0,2.3
0.03200000000000003,0.13821238665978006,-0.6559231288864007,0.00640264347199636,0.0,2.0,2.3
0.03400000000000003,0.1382123104209121,-0.6556447617105491,0.006402611777077873,0.0,2.0,2.3
0.03600000000000003,0.13821241330867548,-0.6557565865074589,0.006402602339247412,0.0,2.0,2.3
0.038000000000000034,0.1382124539526542,-0.6557173952973034,0.006402575897339588,0.0,2.0,2.3
0.040000000000000036,0.13821250155299153,-0.6556773117053145,0.006402543387247842,0.0,2.0,2.3
0.04200000000000004,0.1382126103872685,-0.6557745344889379,0.006402517711199431,0.0,2.0,2.3
0.04400000000000004,0.1382126089042265,-0.6556207295664883,0.006402474762464504,0.0,2.0,2.3
0.04600000000000004,0.1382126611791104,-0.6556043125787931,0.006402442156904904,0.0,2.0,2.3
0.04800000000000004,0.13821270952588485,-0.6556138889855027,0.006402405259140894,0.0,2.0,2.3
0.050000000000000044,0.1382127338529082,-0.6555900458024332,0.006402368435936399,0.0,2.0,2.3
0.052000000000000046,0.13821275879424358,-0.6555400819471348,0.00640232640306062,0.0,2.0,2.3
0.05400000000000005,0.13821274362500235,-0.6554529588482578,0.006402287555785811,0.0,2.0,2.3
0.05600000000000005,0.13821269706889086,-0.6552613723789946,0.0064022436779201655,0.0,2.0,2.3
0.05800000000000005,0.13821268018163033,-0.6551244009999937,0.0064022078718895085,0.0,2.0,2.3
0.06000000000000005,0.1382126228778285,-0.6548735892286416,0.006402164812347056,0.0,2.0,2.3
0.062000000000000055,0.1382125186820328,-0.6544956488205503,0.00640212097913352,0.0,2.0,2.3
0.06400000000000006,0.13821237823565483,-0.6540268701013646,0.0064020723367359785,0.0,2.0,2.3
0.06600000000000006,0.1382120616502843,-0.6531899090251647,0.006402013122312694,0.0,2.0,2.3
0.06800000000000006,0.1382116308930828,-0.652147434466214,0.0064019522359752765,0.0,2.0,2.3
0.07000000000000006,0.13821097811556682,-0.6507106351918288,0.006401887045674739,0.0,2.0,2.3
0.07200000000000006,0.13821006742995762,-0.6488551018812353,0.006401824715960746,0.0,2.0,2.3
0.07400000000000007,0.13820884676881862,-0.6465369906622006,0.006401780528234495,0.0,2.0,2.3
0.07600000000000007,0.13820725253555838,-0.6437032984664266,0.006401753871227867,0.0,2.0,2.3
0.07800000000000007,0.13820523824654996,-0.6403479897970689,0.006401741419916216,0.0,2.0,2.3
0.08000000000000007,0.13820273347883907,-0.6364317156694931,0.006401737850468979,0.0,2.0,2.3
0.08200000000000007,0.13819967190065102,-0.6319354246697964,0.006401753147060288,0.0,2.0,2.3
0.08400000000000007,0.13819597408922923,-0.6268285844699105,0.006401784754011334,0.0,2.0,2.3
0.08600000000000008,0.13819156021528725,-0.6210882035144089,0.006401811825825713,0.0,2.0,2.3
0.08800000000000008,0.13818635176376598,-0.6146971962684468,0.006401853827435586,0.0,2.0,2.3
0.09000000000000008,0.13818028118771747,-0.6076490824898051,0.006401927546628693,0.0,2.0,2.3
0.09200000000000008,0.13817326183144016,-0.5999053571714015,0.006402123125564521,0.0,2.0,2.3
0.09400000000000008,0.1381652580118845,-0.5914723600628363,0.006402402381880414,0.0,2.0,2.3
0.09600000000000009,0.13815624519889547,-0.5823407033570742,0.006402318416589596,0.0,2.0,2.3
0.09800000000000009,0.13814622429837398,-0.572488570450339,0.006400914490584687,0.0,2.0,2.3
0.10000000000000009,0.13813527248313864,-0.561921206950369,0.006397120396573261,0.0,2.0,2.3
0.10200000000000009,0.13812352881884754,-0.5506419592220546,0.006391510678002004,0.0,2.0,2.3
0.10400000000000009,0.13811121806904006,-0.5386338887327466,0.0063879665686593255,0.0,2.0,2.3
0.1060000000000001,0.13809875190879514,-0.5259641814392098,0.006393195844496654,0.0,2.0,2.3
0.1080000000000001,0.13808663260973825,-0.5126698621957716,0.006411701569179116,0.0,2.0,2.3
0.1100000000000001,0.1380755194013228,-0.4988504035428276,0.006442418281748132,0.0,2.0,2.3
0.1120000000000001,0.1380661060531172,-0.48447812425733544,0.006471584567602152,0.0,2.0,2.3
0.1140000000000001,0.13805926370595833,-0.46959810536914137,0.006481635280870049,0.0,2.0,2.3
0.1160000000000001,0.13805512523599509,-0.45533080753801614,0.006489752509191204,0.0,2.0,2.3
0.1180000000000001,0.1380528370581863,-0.4415452334491893,0.00652551633073192,0.0,2.0,2.3
0.1200000000000001,0.13805493506504576,-0.4261307635378375,0.006492682123416163,0.0,2.0,2.3
0.12200000000000011,0.1380620323011768,-0.4106064689062261,0.0064327962192038575,0.0,2.0,2.3
0.12400000000000011,0.13807214253683375,-0.39575450779234167,0.006351755372084406,0.0,2.0,2.3
0.1260000000000001,0.13808708818947882,-0.38065547544813527,0.006253026465301192,0.0,2.0,2.3
