t,shoulder_pan,shoulder_lift,elbow,wrist_1,wrist_2,wrist_3
0.0,-1.593500018119812,-2.272432327270508,-1.181875228881836,-0.3173075318336487,1.5707000494003296,3.1414999961853027
0.002,-1.593500018119812,-2.271843433380127,-1.181875228881836,-0.3173075318336487,1.5707000494003296,3.1414999961853027
0.004,-1.593500018119812,-2.2639706134796143,-1.1724504232406616,-0.3173075318336487,1.5707000494003296,3.1414999961853027
0.006,-1.593500018119812,-2.2629506587982178,-1.1724504232406616,-0.30838608741760254,1.5707000494003296,3.1414999961853027
0.008,-1.593500018119812,-2.2629506587982178,-1.1674524545669556,-0.3058111071586609,1.5707000494003296,3.1414999961853027
0.01,-1.593500018119812,-2.2581872940063477,-1.1580276489257812,-0.2963863015174866,1.5707000494003296,3.1414999961853027
0.012,-1.593500018119812,-2.250152349472046,-1.1510261297225952,-0.2942469120025635,1.5707000494003296,3.1414999961853027
0.014,-1.593500018119812,-2.240727663040161,-1.141601324081421,-0.28989338874816895,1.5707000494003296,3.1414999961853027
0.016,-1.593500018119812,-2.23229718208313,-1.140399694442749,-0.2843872904777527,1.5707000494003296,3.1414999961853027
0.018000000000000002,-1.593500018119812,-2.2243504524230957,-1.1356146335601807,-0.27496248483657837,1.5707000494003296,3.1414999961853027
0.02,-1.593500018119812,-2.221849203109741,-1.1356146335601807,-0.26739874482154846,1.5707000494003296,3.1414999961853027
0.022,-1.593500018119812,-2.2138540744781494,-1.1261898279190063,-0.25797393918037415,1.5707000494003296,3.1414999961853027
0.024,-1.593500018119812,-2.2138540744781494,-1.116765022277832,-0.24854913353919983,1.5707000494003296,3.1414999961853027
0.026000000000000002,-1.593500018119812,-2.2090272903442383,-1.1095712184906006,-0.24564893543720245,1.5707000494003296,3.1414999961853027
0.028,-1.593500018119812,-2.1996026039123535,-1.1001464128494263,-0.24309192597866058,1.5707000494003296,3.1414999961853027
0.03,-1.593500018119812,-2.1901779174804688,-1.090721607208252,-0.24309192597866058,1.5707000494003296,3.1414999961853027
0.032,-1.593500018119812,-2.1818838119506836,-1.0812968015670776,-0.23410829901695251,1.5707000494003296,3.1414999961853027
0.034,-1.593500018119812,-2.1796460151672363,-1.0718719959259033,-0.2246834933757782,1.5707000494003296,3.1414999961853027
0.036000000000000004,-1.593500018119812,-2.1743032932281494,-1.0706831216812134,-0.2161635309457779,1.5707000494003296,3.1414999961853027
0.038,-1.593500018119812,-2.173741340637207,-1.0648084878921509,-0.2161635309457779,1.5707000494003296,3.1414999961853027
0.04,-1.593500018119812,-2.1667890548706055,-1.0622963905334473,-0.21326853334903717,1.5707000494003296,3.1414999961853027
0.042,-1.593500018119812,-2.1608762741088867,-1.0622963905334473,-0.21326853334903717,1.5707000494003296,3.1414999961853027
0.044,-1.593500018119812,-2.160172939300537,-1.052871584892273,-0.21326853334903717,1.5707000494003296,3.1414999961853027
0.046,-1.593500018119812,-2.160172939300537,-1.0461604595184326,-0.21237406134605408,1.5707000494003296,3.1414999961853027
0.048,-1.593500018119812,-2.160172939300537,-1.0367356538772583,-0.20816448330879211,1.5707000494003296,3.1414999961853027
0.05,-1.593500018119812,-2.1507482528686523,-1.0367356538772583,-0.20816448330879211,1.5707000494003296,3.1414999961853027
0.052000000000000005,-1.593500018119812,-2.1507482528686523,-1.0321986675262451,-0.20816448330879211,1.5707000494003296,3.1414999961853027
