t,tip_x,tip_y,tip_z,target_x,target_y,target_z
0.0,-0.07937374050007728,-0.6655937933940577,-0.3795978932996279,0.0,1.7,2.3
0.0020000000000000018,-0.07937374050007728,-0.6655937933940577,-0.379617512237522,0.0,1.7,2.3
0.0040000000000000036,-0.07937374050007728,-0.6655937933940577,-0.3796763648662155,0.0,1.7,2.3
0.006000000000000005,-0.07937374050007728,-0.6655937933940577,-0.3797744449088197,0.0,1.7,2.3
0.008000000000000007,-0.07937374050007728,-0.6655937933940577,-0.3799117460894497,0.0,1.7,2.3
0.010000000000000009,-0.07937374050007728,-0.6655937933940577,-0.38008826213322655,0.0,1.7,2.3
0.01200000000000001,-0.07937374050007728,-0.6655937933940577,-0.3803039867662737,0.0,1.7,2.3
0.014000000000000012,-0.07937374050007728,-0.6655937933940577,-0.38055891371571804,0.0,1.7,2.3
0.016000000000000014,-0.07937374050007728,-0.6655937933940577,-0.3808530367096911,0.0,1.7,2.3
0.018000000000000016,-0.07937374050007728,-0.6655937933940577,-0.38118634947732866,0.0,1.7,2.3
0.020000000000000018,-0.07937374050007728,-0.6655937933940577,-0.3815588457487687,0.0,1.7,2.3
0.02200000000000002,-0.07937374050007728,-0.6655937933940577,-0.38197051925514824,0.0,1.7,2.3
0.02400000000000002,-0.07937374050007728,-0.6655937933940577,-0.38242136372861485,0.0,1.7,2.3
0.026000000000000023,-0.07937374050007728,-0.6655937933940577,-0.3829113729023165,0.0,1.7,2.3
0.028000000000000025,-0.07937374050007728,-0.6655937933940577,-0.38344054051039667,0.0,1.7,2.3
0.030000000000000027,-0.07937374050007728,-0.6655937933940577,-0.38400886028801223,0.0,1.7,2.3
0.03200000000000003,-0.07937374050007728,-0.6655937933940577,-0.3846163259713162,0.0,1.7,2.3
0.03400000000000003,-0.07937374050007728,-0.6655937933940577,-0.3852629312974609,0.0,1.7,2.3
0.03600000000000003,-0.07937374050007173,-0.6655937933940305,-0.3859486700045704,0.0,1.7,2.3
0.038000000000000034,-0.07937374049988215,-0.6655937933930755,-0.3866735358306001,0.0,1.7,2.3
0.040000000000000036,-0.07937374049543555,-0.6655937933706634,-0.38743752248824403,0.0,1.7,2.3
0.04200000000000004,-0.07937374041696936,-0.6655937929751841,-0.38824062324818054,0.0,1.7,2.3
0.04400000000000004,-0.07937373936155438,-0.6655937876557679,-0.3890828257631033,0.0,1.7,2.3
0.04600000000000004,-0.07937372842626532,-0.6655937325405997,-0.38996406373373355,0.0,1.7,2.3
0.04800000000000004,-0.0793736404758886,-0.6655932892601469,-0.39088387813597797,0.0,1.7,2.3
0.050000000000000044,-0.07937308873372594,-0.6655905084134454,-0.3918396542446622,0.0,1.7,2.3
0.052000000000000046,-0.07937038330277608,-0.6655768727168492,-0.39281998892956366,0.0,1.7,2.3
0.05400000000000005,-0.0793600105727711,-0.6655245929130551,-0.3937876914617447,0.0,1.7,2.3
0.05600000000000005,-0.07932886654392157,-0.6653676232708412,-0.3946543805785719,0.0,1.7,2.3
0.05800000000000005,-0.07925505149087728,-0.6649955865468103,-0.3952723555469512,0.0,1.7,2.3
0.06000000000000005,-0.07911417769413716,-0.6642855657085244,-0.3954771362915667,0.0,1.7,2.3
0.062000000000000055,-0.07889031930437113,-0.6631572925644968,-0.3951613106471251,0.0,1.7,2.3
0.06400000000000006,-0.0785812136450167,-0.6615993629533671,-0.3943096125925349,0.0,1.7,2.3
0.06600000000000006,-0.07819476511512098,-0.6596516159947391,-0.39297534213132695,0.0,1.7,2.3
0.06800000000000006,-0.07774664763665898,-0.6573930501359979,-0.3912641998424582,0.0,1.7,2.3
0.07000000000000006,-0.07726628733098462,-0.6549719765594576,-0.38937463285568247,0.0,1.7,2.3
0.07200000000000006,-0.07679734069870224,-0.6526084292662812,-0.38760105975631354,0.0,1.7,2.3
0.07400000000000007,-0.07636733993222575,-0.6504411738096784,-0.38612915478288656,0.0,1.7,2.3
0.07600000000000007,-0.07595059109366602,-0.6483407096598044,-0.38478562850612397,0.0,1.7,2.3
0.07800000000000007,-0.07550010903877667,-0.646070226052154,-0.38325360094357214,0.0,1.7,2.3
0.08000000000000007,-0.07500498899964123,-0.6435747616480227,-0.3814595226769344,0.0,1.7,2.3
0.08200000000000007,-0.07446966634122022,-0.6408766712189907,-0.3794333000604937,0.0,1.7,2.3
